Customer ID,toplam_siparis,toplam_harcama,ilk_alis,son_alis,gecen_gun,churn
12395.0,4,2048.64,2010-04-16 10:16:00,2010-12-03 16:35:00,6,0
12396.0,1,931.43,2010-02-03 13:22:00,2010-02-03 13:22:00,309,1
12399.0,3,853.65,2010-03-05 08:45:00,2010-11-19 08:53:00,20,0
12400.0,1,205.25,2010-10-21 13:45:00,2010-10-21 13:45:00,49,0
12402.0,5,1031.3,2010-02-07 12:41:00,2010-11-12 09:50:00,27,0
12403.0,1,591.6600000000001,2010-07-06 11:39:00,2010-07-06 11:39:00,156,1
12404.0,1,63.24,2010-01-26 16:25:00,2010-01-26 16:25:00,317,1
12406.0,3,2975.06,2010-01-11 14:04:00,2010-11-05 11:42:00,34,0
12408.0,3,1452.22,2010-07-29 13:27:00,2010-11-19 13:21:00,20,0
12409.0,4,12346.619999999999,2010-05-23 15:21:00,2010-10-15 10:24:00,55,0
12410.0,1,320.38,2010-07-25 13:26:00,2010-07-25 13:26:00,137,1
12411.0,1,346.9,2010-10-26 09:25:00,2010-10-26 09:25:00,44,0
12412.0,3,1370.05,2010-06-18 13:22:00,2010-11-02 17:02:00,37,0
12413.0,1,241.35,2010-11-02 13:26:00,2010-11-02 13:26:00,37,0
12414.0,3,390.0,2010-09-02 12:22:00,2010-09-02 13:47:00,98,1
12415.0,7,19543.84,2010-06-30 08:30:00,2010-11-29 15:07:00,10,0
12416.0,1,202.56,2010-02-21 10:19:00,2010-02-21 10:19:00,291,1
12417.0,11,3167.81,2009-12-06 10:30:00,2010-10-25 14:27:00,45,0
12418.0,3,1352.62,2010-03-19 14:47:00,2010-10-22 10:29:00,48,0
12419.0,2,503.01,2010-10-22 10:40:00,2010-11-19 10:04:00,20,0
12421.0,2,291.56,2010-07-22 13:57:00,2010-10-20 14:28:00,50,0
12422.0,14,4428.24,2009-12-18 12:44:00,2010-11-10 13:19:00,29,0
12423.0,2,763.08,2010-08-31 09:31:00,2010-11-17 11:33:00,22,0
12424.0,2,1579.07,2010-06-09 15:15:00,2010-10-13 10:29:00,57,0
12425.0,1,964.21,2010-09-17 14:10:00,2010-09-17 14:10:00,83,0
12426.0,1,762.48,2010-02-15 08:41:00,2010-02-15 08:41:00,297,1
12427.0,1,303.5,2010-12-03 10:44:00,2010-12-03 10:44:00,6,0
12429.0,5,3735.51,2010-06-11 13:28:00,2010-12-09 12:05:00,0,0
12431.0,13,4370.52,2010-01-15 09:04:00,2010-12-01 10:03:00,8,0
12433.0,5,7205.39,2010-08-20 09:23:00,2010-12-08 16:49:00,1,0
12434.0,1,297.29,2010-11-23 13:38:00,2010-11-23 13:38:00,16,0
12435.0,4,6096.04,2009-12-02 13:58:00,2010-11-08 10:07:00,31,0
12437.0,21,7731.99,2009-12-02 16:24:00,2010-11-09 14:46:00,30,0
12439.0,2,1158.18,2009-12-14 08:40:00,2010-01-26 12:11:00,317,1
12440.0,2,859.2,2009-12-22 12:03:00,2010-09-03 13:11:00,97,1
12441.0,1,173.55,2010-12-08 10:45:00,2010-12-08 10:45:00,1,0
12443.0,1,485.31,2009-12-07 15:42:00,2009-12-07 15:42:00,367,1
12445.0,1,301.58000000000004,2010-10-15 12:28:00,2010-10-15 12:28:00,55,0
12449.0,2,768.6,2010-09-27 09:37:00,2010-10-25 12:21:00,45,0
12450.0,3,490.32,2010-08-22 13:11:00,2010-11-05 16:27:00,34,0
12451.0,3,3634.36,2010-06-28 12:58:00,2010-09-02 15:38:00,98,1
12454.0,4,13151.44,2010-10-14 17:33:00,2010-11-09 10:09:00,30,0
12455.0,4,3413.09,2009-12-18 12:33:00,2010-09-20 14:39:00,80,0
12457.0,1,632.68,2010-09-30 17:59:00,2010-09-30 17:59:00,70,0
12458.0,2,830.09,2010-08-09 10:33:00,2010-10-08 11:36:00,62,0
12459.0,1,454.36,2010-04-13 14:53:00,2010-04-13 14:53:00,240,1
12460.0,1,326.65,2010-09-09 13:51:00,2010-09-09 13:51:00,91,1
12466.0,1,56.73,2010-01-26 16:26:00,2010-01-26 16:26:00,317,1
12467.0,1,132.8,2010-10-12 15:41:00,2010-10-12 15:41:00,58,0
12468.0,3,2941.2,2010-01-26 10:09:00,2010-07-01 10:28:00,161,1
12469.0,2,3070.54,2010-06-21 10:30:00,2010-07-05 12:40:00,157,1
12470.0,1,211.95,2010-01-19 11:01:00,2010-01-19 11:01:00,324,1
12471.0,49,20139.739999999998,2009-12-07 10:41:00,2010-11-30 14:35:00,9,0
12472.0,13,11308.48,2009-12-14 10:49:00,2010-12-05 14:19:00,4,0
12474.0,13,5048.66,2010-02-11 09:41:00,2010-11-26 12:19:00,13,0
12475.0,1,426.26,2010-10-26 08:49:00,2010-10-26 08:49:00,44,0
12476.0,12,7298.99,2010-07-26 09:04:00,2010-11-08 09:35:00,31,0
12477.0,3,7056.63,2010-03-26 14:01:00,2010-11-05 09:35:00,34,0
12480.0,3,2183.2200000000003,2010-07-20 13:21:00,2010-11-05 15:08:00,34,0
12481.0,6,6765.07,2010-04-11 13:10:00,2010-12-09 10:13:00,0,0
12482.0,29,23691.4,2010-02-24 10:24:00,2010-05-12 16:51:00,211,1
12483.0,11,2635.6,2010-01-31 13:28:00,2010-11-26 12:35:00,13,0
12484.0,6,1828.43,2010-01-27 16:41:00,2010-08-13 13:45:00,118,1
12485.0,1,708.1,2010-06-28 15:22:00,2010-06-28 15:22:00,164,1
12486.0,1,1037.28,2010-10-04 12:14:00,2010-10-04 12:14:00,66,0
12487.0,1,285.29999999999995,2009-12-09 11:36:00,2009-12-09 11:36:00,365,1
12490.0,11,4405.71,2009-12-01 12:52:00,2010-11-26 14:16:00,13,0
12492.0,1,452.0,2010-11-01 14:58:00,2010-11-01 14:58:00,38,0
12494.0,3,626.77,2010-05-12 13:52:00,2010-12-09 11:31:00,0,0
12495.0,1,357.4,2010-03-09 10:53:00,2010-03-09 10:53:00,275,1
12496.0,2,54.09,2010-03-29 13:57:00,2010-03-29 14:06:00,255,1
12497.0,2,5205.400000000001,2010-03-05 09:39:00,2010-11-04 12:31:00,35,0
12499.0,1,393.72,2010-05-28 15:12:00,2010-05-28 15:12:00,195,1
12500.0,8,1697.39,2010-02-04 15:05:00,2010-09-30 18:45:00,70,0
12503.0,1,1126.0,2010-05-04 13:59:00,2010-05-04 13:59:00,219,1
12504.0,2,297.0,2010-04-22 10:24:00,2010-10-18 15:09:00,52,0
12505.0,1,955.2,2010-10-27 09:18:00,2010-10-27 09:18:00,43,0
12507.0,1,539.25,2010-05-04 09:23:00,2010-05-04 09:23:00,219,1
12510.0,7,4195.45,2009-12-04 13:47:00,2010-09-06 14:27:00,94,1
12511.0,1,3084.02,2010-10-07 10:39:00,2010-10-07 10:39:00,63,0
12514.0,1,580.08,2010-03-08 12:18:00,2010-03-08 12:18:00,276,1
12516.0,2,1336.56,2010-04-19 14:14:00,2010-10-05 09:43:00,65,0
12519.0,1,385.7,2010-08-20 08:21:00,2010-08-20 08:21:00,111,1
12523.0,12,2582.38,2009-12-07 13:46:00,2010-11-30 12:31:00,9,0
12524.0,9,6640.39,2010-02-08 14:41:00,2010-11-16 09:08:00,23,0
12525.0,3,973.73,2010-03-02 14:01:00,2010-07-29 16:08:00,133,1
12527.0,2,386.8,2010-06-28 15:37:00,2010-08-02 12:23:00,129,1
12529.0,1,316.48,2010-06-29 13:10:00,2010-06-29 13:10:00,163,1
12530.0,5,2096.98,2010-03-07 14:37:00,2010-10-20 15:15:00,50,0
12531.0,1,1807.98,2010-01-22 14:17:00,2010-01-22 14:17:00,321,1
12533.0,2,1367.89,2009-12-01 11:50:00,2010-03-22 10:56:00,262,1
12537.0,1,732.94,2010-10-27 08:36:00,2010-10-27 08:36:00,43,0
12538.0,1,276.5,2010-11-26 13:02:00,2010-11-26 13:02:00,13,0
12539.0,3,5646.400000000001,2009-12-23 13:00:00,2010-09-15 09:50:00,85,0
12540.0,16,8854.25,2009-12-07 16:56:00,2010-11-26 10:43:00,13,0
12542.0,2,481.88,2010-03-09 16:26:00,2010-08-12 19:12:00,119,1
12543.0,1,980.25,2010-09-17 15:51:00,2010-09-17 15:51:00,83,0
12547.0,1,175.78,2010-07-27 13:55:00,2010-07-27 13:55:00,135,1
12549.0,6,1575.68,2010-01-11 12:29:00,2010-05-13 12:05:00,210,1
12553.0,2,916.47,2010-10-12 13:35:00,2010-11-19 12:18:00,20,0
12554.0,1,468.5,2010-09-17 12:29:00,2010-09-17 12:29:00,83,0
12555.0,1,129.23,2010-01-26 16:26:00,2010-01-26 16:26:00,317,1
12557.0,4,6725.18,2009-12-17 10:39:00,2010-12-03 12:20:00,6,0
12562.0,2,1185.18,2010-09-30 13:13:00,2010-11-19 09:35:00,20,0
12563.0,1,249.24,2010-10-27 09:52:00,2010-10-27 09:52:00,43,0
12567.0,7,4308.58,2010-02-11 10:30:00,2010-12-07 10:36:00,2,0
12568.0,1,70.0,2010-03-05 09:15:00,2010-03-05 09:15:00,279,1
12570.0,1,77.52,2010-01-26 17:28:00,2010-01-26 17:28:00,317,1
12573.0,4,556.87,2010-08-31 17:25:00,2010-11-23 13:01:00,16,0
12575.0,2,622.8199999999999,2010-07-01 09:15:00,2010-09-08 13:09:00,92,1
12576.0,3,826.89,2010-07-01 13:46:00,2010-11-12 12:44:00,27,0
12577.0,5,995.9499999999999,2009-12-03 19:31:00,2010-11-23 14:06:00,16,0
12578.0,2,1847.94,2010-09-22 11:19:00,2010-11-19 17:21:00,20,0
12580.0,1,637.2,2010-05-12 11:45:00,2010-05-12 11:45:00,211,1
12582.0,2,1469.04,2010-05-11 09:55:00,2010-10-13 10:52:00,57,0
12583.0,13,7166.0599999999995,2009-12-06 11:57:00,2010-12-01 08:45:00,8,0
12586.0,3,1865.73,2009-12-16 13:15:00,2010-11-30 10:47:00,9,0
12588.0,3,743.88,2010-04-21 12:22:00,2010-11-05 12:53:00,34,0
12589.0,6,4048.98,2010-01-19 12:26:00,2010-10-14 11:54:00,56,0
12591.0,2,899.3,2010-10-27 10:42:00,2010-11-14 14:32:00,25,0
12592.0,3,2145.06,2010-07-08 14:06:00,2010-07-08 14:26:00,154,1
12594.0,5,1751.89,2010-03-03 13:51:00,2010-11-26 12:17:00,13,0
12595.0,1,299.02,2010-07-23 09:10:00,2010-07-23 09:10:00,139,1
12598.0,3,1511.01,2010-03-01 09:58:00,2010-09-02 14:22:00,98,1
12599.0,6,1264.14,2010-05-11 10:42:00,2010-11-23 15:49:00,16,0
12600.0,12,2444.88,2009-12-07 13:37:00,2010-12-03 12:57:00,6,0
12601.0,1,104.19999999999999,2010-10-31 10:57:00,2010-10-31 10:57:00,39,0
12605.0,4,1232.95,2010-09-07 14:21:00,2010-11-28 14:18:00,11,0
12606.0,1,21.0,2010-01-26 16:23:00,2010-01-26 16:23:00,317,1
12608.0,1,415.79,2010-10-31 10:49:00,2010-10-31 10:49:00,39,0
12609.0,6,2309.01,2009-12-20 13:30:00,2010-11-30 14:48:00,9,0
12613.0,5,3490.69,2009-12-14 13:10:00,2010-11-16 17:17:00,23,0
12615.0,4,3449.79,2010-03-18 14:09:00,2010-10-22 09:45:00,48,0
12616.0,1,417.8,2010-11-16 11:38:00,2010-11-16 11:38:00,23,0
12619.0,1,140.14,2010-05-28 12:52:00,2010-05-28 12:52:00,195,1
12621.0,16,11086.14,2010-02-09 12:01:00,2010-12-09 10:16:00,0,0
12623.0,6,3442.7400000000002,2010-01-12 11:45:00,2010-10-19 09:35:00,51,0
12625.0,2,2481.06,2010-04-22 11:33:00,2010-07-18 15:56:00,144,1
12629.0,2,1558.22,2010-10-12 16:40:00,2010-11-19 09:18:00,20,0
12631.0,5,2841.07,2010-01-15 14:50:00,2010-09-09 14:50:00,91,1
12632.0,2,804.88,2010-05-24 09:07:00,2010-07-07 09:39:00,155,1
12633.0,3,3514.18,2010-07-02 11:44:00,2010-11-22 13:09:00,17,0
12634.0,2,490.0,2010-06-09 15:41:00,2010-06-22 10:05:00,170,1
12635.0,2,1241.23,2010-09-09 10:50:00,2010-11-12 15:46:00,27,0
12636.0,1,141.0,2009-12-01 09:55:00,2009-12-01 09:55:00,373,1
12637.0,4,2318.41,2010-06-14 13:36:00,2010-11-26 13:50:00,13,0
12638.0,1,249.8,2010-03-10 10:30:00,2010-03-10 10:30:00,274,1
12639.0,2,826.27,2010-03-22 09:05:00,2010-10-01 12:17:00,69,0
12643.0,6,5005.78,2010-04-07 14:16:00,2010-11-19 12:42:00,20,0
12644.0,3,1440.58,2010-01-14 13:02:00,2010-10-05 10:23:00,65,0
12645.0,4,1764.12,2010-02-09 10:49:00,2010-10-26 18:44:00,44,0
12647.0,27,14201.53,2010-01-13 15:06:00,2010-12-07 12:28:00,2,0
12648.0,3,793.95,2010-01-07 18:38:00,2010-09-28 10:35:00,72,0
12649.0,5,1671.1399999999999,2010-01-12 17:24:00,2010-11-22 12:57:00,17,0
12651.0,3,263.75,2010-08-31 15:21:00,2010-11-26 11:58:00,13,0
12652.0,1,97.05000000000001,2010-10-01 15:16:00,2010-10-01 15:16:00,69,0
12653.0,1,1950.98,2010-07-01 09:56:00,2010-07-01 09:56:00,161,1
12655.0,1,261.35,2010-10-12 09:17:00,2010-10-12 09:17:00,58,0
12656.0,3,2356.66,2010-05-26 09:00:00,2010-10-10 10:43:00,60,0
12661.0,1,162.0,2010-09-29 16:46:00,2010-09-29 16:46:00,71,0
12662.0,10,3138.2400000000002,2010-04-01 09:50:00,2010-12-01 13:04:00,8,0
12663.0,2,239.4,2010-02-09 14:28:00,2010-03-25 09:40:00,259,1
12664.0,2,1188.16,2009-12-13 10:28:00,2010-07-13 13:28:00,149,1
12665.0,2,250.6,2010-02-08 15:11:00,2010-10-18 11:34:00,52,0
12666.0,1,1248.42,2010-11-10 16:40:00,2010-11-10 16:40:00,29,0
12668.0,6,7637.53,2010-01-31 15:45:00,2010-11-26 11:48:00,13,0
12670.0,2,764.24,2010-02-11 10:13:00,2010-11-19 10:05:00,20,0
12671.0,1,2622.481,2010-04-12 16:30:00,2010-04-12 16:30:00,241,1
12672.0,1,211.15,2010-04-23 09:57:00,2010-04-23 09:57:00,230,1
12673.0,1,619.5,2010-11-03 10:46:00,2010-11-03 10:46:00,36,0
12675.0,2,958.5,2010-05-10 16:44:00,2010-06-04 09:49:00,188,1
12676.0,5,1511.7,2010-08-13 13:29:00,2010-10-27 09:36:00,43,0
12677.0,2,395.1,2010-02-11 13:55:00,2010-06-02 14:30:00,190,1
12678.0,9,16652.72,2010-01-07 16:46:00,2010-11-29 09:55:00,10,0
12681.0,24,17080.74,2009-12-13 13:31:00,2010-12-07 10:08:00,2,0
12682.0,23,11745.69,2009-12-01 09:28:00,2010-12-09 14:49:00,0,0
12683.0,8,4220.21,2009-12-13 15:01:00,2010-12-09 12:17:00,0,0
12686.0,1,89.14,2010-12-03 09:51:00,2010-12-03 09:51:00,6,0
12687.0,2,2138.91,2010-08-16 12:10:00,2010-08-16 12:12:00,115,1
12691.0,1,134.6,2010-10-15 12:00:00,2010-10-15 12:00:00,55,0
12692.0,1,110.95,2010-03-12 14:02:00,2010-03-12 14:02:00,272,1
12693.0,3,847.11,2010-07-05 13:56:00,2010-11-08 14:57:00,31,0
12694.0,1,973.68,2010-10-14 19:39:00,2010-10-14 19:39:00,56,0
12695.0,3,825.02,2010-02-12 13:22:00,2010-06-29 16:12:00,163,1
12696.0,2,851.91,2010-07-19 10:02:00,2010-10-01 10:43:00,69,0
12698.0,1,339.75,2010-04-28 15:51:00,2010-04-28 15:51:00,225,1
12699.0,1,638.11,2010-10-18 12:07:00,2010-10-18 12:07:00,52,0
12701.0,4,1648.7,2010-03-16 13:23:00,2010-06-28 13:44:00,164,1
12703.0,3,722.98,2010-01-24 12:05:00,2010-03-16 13:22:00,268,1
12705.0,5,4893.81,2010-06-24 09:51:00,2010-11-21 13:59:00,18,0
12708.0,9,2601.19,2009-12-18 10:25:00,2010-12-06 10:43:00,3,0
12709.0,20,21356.82,2009-12-09 13:49:00,2010-12-08 09:49:00,1,0
12711.0,2,1339.05,2010-02-01 11:30:00,2010-04-07 11:59:00,246,1
12712.0,10,2797.53,2009-12-09 10:46:00,2010-12-09 11:39:00,0,0
12714.0,7,9384.85,2009-12-04 10:00:00,2010-11-16 18:10:00,23,0
12717.0,1,277.93,2010-04-28 14:34:00,2010-04-28 14:34:00,225,1
12720.0,6,2478.94,2010-07-21 09:46:00,2010-12-05 15:21:00,4,0
12721.0,2,1356.95,2010-08-25 11:07:00,2010-11-19 15:13:00,20,0
12724.0,3,1286.11,2010-06-22 14:00:00,2010-11-21 13:26:00,18,0
12725.0,4,2266.76,2010-05-04 13:59:00,2010-12-03 15:45:00,6,0
12726.0,4,1405.5,2010-03-25 16:25:00,2010-11-17 16:59:00,22,0
12727.0,3,1698.8300000000002,2010-02-23 09:54:00,2010-09-23 10:45:00,77,0
12728.0,1,233.84,2010-11-21 11:34:00,2010-11-21 11:34:00,18,0
12730.0,1,829.25,2010-07-06 12:19:00,2010-07-06 12:19:00,156,1
12731.0,5,6879.8,2010-03-02 09:23:00,2010-09-23 15:12:00,77,0
12733.0,3,2040.92,2010-01-19 13:23:00,2010-11-15 13:56:00,24,0
12734.0,2,529.25,2010-11-12 13:26:00,2010-11-30 11:05:00,9,0
12737.0,2,3710.5,2010-07-29 12:27:00,2010-07-29 12:29:00,133,1
12738.0,1,155.35,2010-12-02 18:27:00,2010-12-02 18:27:00,7,0
12739.0,2,1713.69,2010-11-10 14:27:00,2010-11-19 09:42:00,20,0
12741.0,2,406.07,2010-06-24 16:24:00,2010-06-28 14:36:00,164,1
12742.0,1,1201.52,2010-03-24 12:43:00,2010-03-24 12:43:00,260,1
12744.0,4,4037.77,2010-04-27 16:19:00,2010-09-06 10:24:00,94,1
12745.0,3,925.41,2010-01-26 16:22:00,2010-08-10 10:14:00,121,1
12746.0,1,254.55,2010-06-17 10:41:00,2010-06-17 10:41:00,175,1
12747.0,16,5080.53,2009-12-07 13:23:00,2010-12-05 15:38:00,4,0
12748.0,144,22879.66,2009-12-04 17:31:00,2010-12-09 13:22:00,0,0
12749.0,4,2806.48,2010-07-06 15:05:00,2010-11-05 13:56:00,34,0
12751.0,1,268.27,2010-09-21 12:49:00,2010-09-21 12:49:00,79,0
12755.0,10,5218.709999999999,2010-01-15 11:57:00,2010-12-09 10:44:00,0,0
12758.0,5,7111.650000000001,2009-12-01 14:40:00,2010-09-06 13:02:00,94,1
12759.0,5,3489.3,2009-12-04 10:47:00,2010-11-18 19:14:00,21,0
12760.0,1,347.8,2010-09-10 08:50:00,2010-09-10 08:50:00,90,0
12761.0,2,782.95,2010-09-01 10:47:00,2010-09-08 12:17:00,92,1
12763.0,1,320.08,2010-12-05 15:46:00,2010-12-05 15:46:00,4,0
12765.0,6,1404.58,2010-03-08 09:43:00,2010-08-24 13:51:00,107,1
12766.0,3,3078.65,2010-10-28 09:29:00,2010-12-08 13:53:00,1,0
12767.0,1,949.82,2010-11-29 09:38:00,2010-11-29 09:38:00,10,0
12768.0,1,168.69000000000003,2010-09-15 12:08:00,2010-09-15 12:08:00,85,0
12770.0,1,1895.0,2010-09-09 11:43:00,2010-09-09 11:43:00,91,1
12771.0,1,282.3,2010-08-11 11:51:00,2010-08-11 11:51:00,120,1
12773.0,1,124.25,2010-05-24 17:30:00,2010-05-24 17:30:00,199,1
12774.0,1,98.7,2010-06-22 10:38:00,2010-06-22 10:38:00,170,1
12775.0,2,300.08,2010-10-26 14:24:00,2010-11-16 15:14:00,23,0
12776.0,1,55.5,2010-02-10 12:11:00,2010-02-10 12:11:00,302,1
12777.0,1,519.45,2010-09-08 11:35:00,2010-09-08 11:35:00,92,1
12778.0,3,953.45,2010-04-16 09:57:00,2010-11-08 10:51:00,31,0
12779.0,7,2740.91,2009-12-03 07:25:00,2010-12-03 13:40:00,6,0
12780.0,1,337.4,2010-04-20 09:40:00,2010-04-20 09:40:00,233,1
12782.0,6,2287.32,2010-07-08 13:31:00,2010-11-30 11:37:00,9,0
12784.0,1,1230.33,2010-06-28 13:06:00,2010-06-28 13:06:00,164,1
12785.0,2,788.45,2009-12-08 13:56:00,2010-06-22 12:16:00,170,1
12786.0,1,728.5,2010-04-09 12:12:00,2010-04-09 12:12:00,244,1
12787.0,1,398.52,2010-10-22 14:57:00,2010-10-22 14:57:00,48,0
12788.0,4,444.9,2010-06-29 13:05:00,2010-09-02 14:21:00,98,1
12789.0,2,181.5,2010-01-15 12:06:00,2010-07-15 12:43:00,147,1
12790.0,1,266.93,2010-10-25 13:04:00,2010-10-25 13:04:00,45,0
12791.0,6,863.51,2010-03-25 17:29:00,2010-12-01 11:27:00,8,0
12792.0,1,426.47,2010-06-23 10:49:00,2010-06-23 10:49:00,169,1
12793.0,2,471.85,2010-11-03 13:05:00,2010-12-03 15:14:00,6,0
12796.0,1,381.0,2010-03-21 15:49:00,2010-03-21 15:49:00,263,1
12797.0,2,552.08,2010-10-11 12:53:00,2010-12-09 10:55:00,0,0
12798.0,1,1533.8899999999999,2010-10-14 12:27:00,2010-10-14 12:27:00,56,0
12799.0,1,219.35,2010-06-28 15:57:00,2010-06-28 15:57:00,164,1
12800.0,3,584.25,2010-02-01 11:02:00,2010-08-26 14:11:00,105,1
12801.0,1,1071.82,2010-07-27 09:38:00,2010-07-27 09:38:00,135,1
12802.0,6,1988.84,2010-05-25 09:34:00,2010-09-23 10:23:00,77,0
12803.0,1,1092.81,2010-11-11 14:57:00,2010-11-11 14:57:00,28,0
12804.0,2,327.02,2010-07-27 13:52:00,2010-08-31 11:58:00,100,1
12805.0,4,1434.95,2010-02-03 09:06:00,2010-11-23 12:27:00,16,0
12806.0,4,2878.96,2010-04-30 10:44:00,2010-09-30 13:34:00,70,0
12807.0,1,330.35,2010-11-21 14:21:00,2010-11-21 14:21:00,18,0
12808.0,3,422.45,2010-09-03 10:24:00,2010-12-06 10:27:00,3,0
12809.0,2,1266.63,2010-03-02 14:19:00,2010-05-23 11:08:00,200,1
12810.0,2,534.99,2010-02-01 09:52:00,2010-06-23 10:53:00,169,1
12811.0,2,519.05,2010-10-08 12:20:00,2010-11-26 09:49:00,13,0
12813.0,3,1687.8,2010-01-15 16:52:00,2010-07-26 09:50:00,136,1
12817.0,2,524.94,2010-10-01 08:57:00,2010-11-05 08:28:00,34,0
12819.0,1,540.52,2010-09-07 15:20:00,2010-09-07 15:20:00,93,1
12820.0,7,1747.18,2009-12-05 13:37:00,2010-11-07 14:26:00,32,0
12821.0,1,128.07999999999998,2010-04-07 15:14:00,2010-04-07 15:14:00,246,1
12823.0,13,4742.0,2010-01-29 12:52:00,2010-11-10 12:22:00,29,0
12825.0,2,518.63,2010-03-08 10:17:00,2010-07-06 13:56:00,156,1
12826.0,6,1481.03,2009-12-18 10:43:00,2010-12-09 15:21:00,0,0
12829.0,1,92.30000000000001,2010-06-07 15:04:00,2010-06-07 15:04:00,185,1
12831.0,2,236.06,2010-09-02 15:58:00,2010-09-02 16:00:00,98,1
12835.0,41,6043.31,2009-12-03 12:13:00,2010-10-08 10:59:00,62,0
12836.0,11,3972.76,2009-12-01 14:19:00,2010-11-15 16:22:00,24,0
12837.0,1,554.31,2010-05-19 15:10:00,2010-05-19 15:10:00,204,1
12838.0,9,2715.35,2010-04-26 09:59:00,2010-12-01 11:57:00,8,0
12839.0,13,4480.31,2009-12-07 09:18:00,2010-12-07 15:48:00,2,0
12840.0,3,1315.2,2010-02-03 14:51:00,2010-09-28 17:58:00,72,0
12841.0,17,3518.33,2010-07-08 15:38:00,2010-12-05 12:15:00,4,0
12842.0,2,799.0,2009-12-02 08:15:00,2010-10-31 10:45:00,39,0
12843.0,22,4886.15,2009-12-13 11:41:00,2010-11-22 13:31:00,17,0
12844.0,2,322.64,2010-04-25 11:51:00,2010-09-23 16:23:00,77,0
12846.0,1,15.58,2010-01-26 16:29:00,2010-01-26 16:29:00,317,1
12847.0,1,765.36,2010-11-17 12:44:00,2010-11-17 12:44:00,22,0
12848.0,1,208.0,2010-02-02 12:45:00,2010-02-02 12:45:00,310,1
12849.0,4,2039.67,2010-04-27 13:44:00,2010-11-23 11:41:00,16,0
12850.0,1,330.0,2010-09-20 12:26:00,2010-09-20 12:26:00,80,0
12851.0,1,148.95,2010-08-19 15:13:00,2010-08-19 15:13:00,112,1
12853.0,5,1950.4,2010-02-05 11:57:00,2010-10-08 14:51:00,62,0
12854.0,4,1669.52,2009-12-11 12:55:00,2010-05-27 16:54:00,196,1
12855.0,4,612.84,2010-11-02 18:16:00,2010-12-02 09:37:00,7,0
12857.0,4,2581.6,2010-01-25 15:37:00,2010-09-29 16:49:00,71,0
12858.0,1,177.92,2010-11-21 12:55:00,2010-11-21 12:55:00,18,0
